Shot #,Player,TEAM,Opponent,Date,Art x,Art y,Outcome,Assist,Type,Play,State,Angle,Distance,x,y
918,Drogba,MTL,COL,42497,5.4,21,0,cross,header,open,-1,36.17613806,6.841052551,5.4,29
919,Salazar,MTL,COL,42497,5.9,24.9,0,cross,header,open,-1,47.55389023,5.907622195,5.9,25.1
920,Drogba,MTL,COL,42497,14.7,21.3,0,self,left,open,-1,18.91912698,15.20855023,14.7,28.7
921,Oduro,MTL,COL,42497,5.2,27,1,other,right,set-piece,-1,48.07841301,5.502726597,5.2,23
922,K. Kamara,COL,MTL,42497,5.9,24.9,1,cross,header,open,0,47.55389023,5.907622195,5.9,25.1
923,K. Kamara,COL,MTL,42497,5.5,23.4,0,cross,header,set-piece,0,47.67151588,5.787054518,5.5,26.6
924,K. Kamara,COL,MTL,42497,4.4,24.2,0,cross,header,open,0,59.94326412,4.512205669,4.4,25.8
925,K. Kamara,COL,MTL,42497,5,26.6,0,other,header,open,0,51.34019175,5.192301994,5,23.4
926,K. Kamara,COL,MTL,42497,4.2,28.6,1,other,right,open,0,42.4930293,5.403702434,4.2,21.4
927,Higuain,COL,MTL,42497,2.1,22.3,1,other,right,open,1,65.65891006,3.580502758,2.1,27.7
929,Urruti,DAL,TOR,42497,5.9,16.2,0,pass,right,set-piece,0,16.21618753,10.76150547,5.9,33.8
930,Castillo,DAL,TOR,42497,18.3,33.7,0,self,right,open,-1,13.25981467,20.17771047,18.3,16.3
931,Figueroa,DAL,TOR,42497,5,24.2,0,cross,header,set-piece,-1,54.01457849,5.099019514,5,25.8
932,Castillo,DAL,TOR,42497,10.2,28.2,0,pass,right,open,-1,26.25728809,10.63202709,10.2,21.8
933,Giovinco,TOR,DAL,42497,20.9,12.5,0,self,right,open,0,10.50148501,24.45608309,20.9,37.5
934,Endoh,TOR,DAL,42497,5.1,27.4,1,cross,left,open,0,46.67847616,5.554277631,5.1,22.6
935,Giovinco,TOR,DAL,42497,20.9,19.7,0,self,right,open,1,13.34503473,21.61157097,20.9,30.3
936,Giovinco,TOR,DAL,42497,23.9,38.3,0,self,right,set-piece,1,9.516706767,27.25472436,23.9,11.7
937,Mattocks,POR,VAN,42497,2,33.6,0,pass,right,open,0,8.310277168,8.634813258,2,16.4
938,Ridgewell,POR,VAN,42497,6.2,20.8,0,cross,header,set-piece,0,33.17225119,7.602631123,6.2,29.2
939,Borchers,POR,VAN,42497,0.2,23.2,1,pass,right,open,0,163.3611943,2.009975124,0.2,26.8
940,Adi,POR,VAN,42497,14.5,27.4,0,pass,left,open,1,19.81584254,14.66594695,14.5,22.6
941,Adi,POR,VAN,42497,19.2,34.9,0,pass,right,open,0,12.24858332,21.51115989,19.2,15.1
942,Mezquida,VAN,POR,42497,25.3,18.3,0,pass,right,open,0,10.97780655,26.22403478,25.3,31.7
943,Kudo,VAN,POR,42497,15.6,22.1,0,self,right,open,0,18.31911484,15.90503065,15.6,27.9
944,Mezquida,VAN,POR,42497,6.4,16.3,0,pass,right,open,-1,16.84884747,10.96220781,6.4,33.7
945,Waston,VAN,POR,42497,5.5,22,0,cross,header,set-piece,-1,41.35652194,6.363175308,5.5,28
946,Mezquida,VAN,POR,42497,17.3,16.4,0,pass,right,open,-1,13.79136287,19.40953374,17.3,33.6
947,Bolanos,VAN,POR,42497,12.6,22,0,pass,left,open,-1,22.14418601,13,12.6,28
948,Kudo,VAN,POR,42497,3.7,33.3,1,pass,left,open,-1,14.23876398,8.905054744,3.7,16.7
949,Bolanos,VAN,POR,42497,4.5,23.1,1,cross,header,open,0,53.84181456,4.965883607,4.5,26.9
950,Parker,VAN,POR,42497,5.9,25.3,0,cross,header,set-piece,1,47.47264403,5.900847397,5.9,24.7
951,Perez,VAN,POR,42497,4.4,32.1,0,cross,left,open,1,19.95681836,8.183520025,4.4,17.9
952,Waston,VAN,POR,42497,6.4,28.7,0,other,header,open,1,34.79643651,7.29451849,6.4,21.3
953,Waston,VAN,POR,42497,5.5,26.8,0,cross,header,set-piece,1,46.93570108,5.728001397,5.5,23.2
954,Hurtado,VAN,POR,42497,9.7,33.2,0,pass,right,open,1,18.07278058,12.57338459,9.7,16.8
955,Villa,NYCFC,DC,42498,10.9,33.8,0,pass,left,open,0,16.65290684,13.88416364,10.9,16.2
956,Villa,NYCFC,DC,42498,10.9,26.2,1,pass,right,open,0,26.5387928,10.94577544,10.9,23.8
957,Shelton,NYCFC,DC,42498,5.6,25.5,1,cross,header,open,1,49.52370587,5.608029957,5.6,24.5
958,Pirlo,NYCFC,DC,42498,10.1,29.6,0,other,right,open,2,24.28318201,11.01680534,10.1,20.4
959,Villa,NYCFC,DC,42498,7.4,22.8,0,pass,left,set-piece,2,36.06346196,7.779460136,7.4,27.2
960,Sarvas,DC,NYCFC,42498,15.2,23.9,0,self,right,set-piece,-2,19.31686606,15.25549081,15.2,26.1
961,Sarvas,DC,NYCFC,42498,16.6,29.3,0,self,right,set-piece,-2,16.7235759,17.09883037,16.6,20.7
962,Rowe,NE,LA,42498,18.1,15.8,0,pass,right,set-piece,-1,13.06776166,20.39534261,18.1,34.2
963,Rowe,NE,LA,42498,6.1,22.5,0,cross,right,open,-1,40.83702569,6.670832032,6.1,27.5
964,Rowe,NE,LA,42498,20.5,32,0,pass,right,open,-1,12.97950602,21.59837957,20.5,18
965,Watson,NE,LA,42498,1.3,39.1,0,self,right,open,-2,1.998360701,13.96065901,1.3,10.9
966,Watson,NE,LA,42498,16.1,31.7,0,pass,right,open,-2,15.72526574,17.36260349,16.1,18.3
967,Bunbury,NE,LA,42498,10.3,16.4,0,self,right,open,-3,17.17519026,13.54732446,10.3,33.6
968,Rowe,NE,LA,42498,17.2,29.8,1,self,left,open,-3,15.98999687,17.80449381,17.2,20.2
969,Agudelo,NE,LA,42498,5.3,23.8,1,cross,right,open,-2,50.43657144,5.481788029,5.3,26.2
970,Agudelo,NE,LA,42498,9.9,21.4,0,other,left,open,-1,26.28948684,10.60424443,9.9,28.6
971,Keane,LA,NE,42498,2.1,27.7,1,cross,left,open,0,65.65891006,3.264965543,2.1,22.3
972,Dos Santos,LA,NE,42498,16.7,22.3,1,other,left,open,1,17.26454605,16.94992625,16.7,27.7
973,Dos Santos,LA,NE,42498,17.3,28,0,pass,left,open,2,16.6122153,17.52512482,17.3,22
974,Van Damme,LA,NE,42498,9.2,30.1,0,cross,header,open,2,24.72545842,10.42353107,9.2,19.9
975,Keane,LA,NE,42498,15.5,19.2,0,pass,right,open,2,16.78991511,16.62077014,15.5,30.8
976,Keane,LA,NE,42498,6.3,24.8,0,cross,header,open,2,44.81694701,6.312685641,6.3,25.2
977,Keane,LA,NE,42498,0.9,23.3,1,pass,left,open,2,123.1785117,2.102379604,0.9,26.7
978,Rogers,LA,NE,42498,9.4,27.4,0,pass,left,open,3,29.22805194,9.654014709,9.4,22.6
979,Gerrard,LA,NE,42498,4.6,31.7,1,self,left,open,1,21.97115454,7.963039621,4.6,18.3
980,Valeri,POR,DAL,42501,6,27.3,1,pass,right,open,0,42.09977234,6.35688603,6,22.7
981,Ridgewell,POR,DAL,42501,5.5,27,0,cross,header,set-piece,1,46.13371394,5.787054518,5.5,23
982,Valeri,POR,DAL,42501,26,20.1,0,self,right,set-piece,1,11.03550283,26.49547131,26,29.9
983,Mattocks,POR,DAL,42501,6.2,32.3,0,pass,right,open,1,20.77814937,9.426027795,6.2,17.7
984,Barmby,POR,DAL,42501,21.4,28.9,0,self,left,open,-1,13.41923317,21.71750446,21.4,21.1
985,Urruti,DAL,POR,42501,8.5,25.9,0,pass,right,open,0,33.69006753,8.528774824,8.5,24.1
986,Barrios,DAL,POR,42501,12.3,15.3,0,pass,right,open,-1,15.00492038,15.78923684,12.3,34.7
987,Hollingshead,DAL,POR,42501,9.9,23.3,1,pass,right,open,-1,28.6718288,10.08067458,9.9,26.7
988,Zimmerman,DAL,POR,42501,4.9,25.1,1,cross,header,set-piece,0,55.88652148,4.901020302,4.9,24.9
989,Akindele,DAL,POR,42501,13.4,35.4,0,pass,right,open,1,13.9287108,16.84042755,13.4,14.6
990,Akindele,DAL,POR,42501,14.3,33.4,0,pass,right,open,1,15.49139271,16.48423489,14.3,16.6
991,Iniguez,HOU,SJ,42501,9.4,30.3,0,other,right,open,-1,24.01868361,10.69439105,9.4,19.7
992,Clark,HOU,SJ,42501,19.4,18,1,other,right,open,-1,13.54955992,20.69299398,19.4,32
993,Horst,HOU,SJ,42501,3.1,23.3,0,cross,header,set-piece,-2,70.4002328,3.635931793,3.1,26.7
994,Quintero,SJ,HOU,42501,5,23.3,1,cross,right,open,0,50.89950476,5.348831648,5,26.7
995,Alashe,SJ,HOU,42501,25.2,20.4,0,pass,right,open,1,11.40762339,25.65306999,25.2,29.6
996,Sarkodie,SJ,HOU,42501,1.4,19.7,0,cross,right,open,0,17.35822685,5.675385449,1.4,30.3
997,Godoy,SJ,HOU,42501,8.3,29.5,1,pass,left,open,0,27.65065312,9.347726996,8.3,20.5
998,Godoy,SJ,HOU,42501,17.5,21.1,0,other,left,open,1,16.12798068,17.97386992,17.5,28.9
999,Quintero,SJ,HOU,42501,9,26.2,1,pass,right,open,1,31.73236622,9.055385138,9,23.8
1000,Dawkins,SJ,HOU,42501,20.1,18.6,0,self,right,set-piece,2,13.41529821,21.15585025,20.1,31.4
1001,Barrett,SJ,HOU,42501,4.7,32.5,0,pass,left,open,2,18.85176,8.682165628,4.7,17.5
1002,Igbonanike,CHI,VAN,42501,8.9,27.3,0,pass,left,open,0,30.76608829,9.144397192,8.9,22.7
1003,Calistri,CHI,VAN,42501,9.4,24.3,0,pass,right,open,-1,30.77143087,9.442986816,9.4,25.7
1004,Igbonanike,CHI,VAN,42501,14.7,15.2,1,self,left,open,-1,14.05345975,17.7789201,14.7,34.8
1005,Alvarez,CHI,VAN,42501,13.8,20.2,0,self,left,open,0,19.14374009,14.67787451,13.8,29.8
1006,Igbonanike,CHI,VAN,42501,2.3,32.5,0,pass,left,open,0,12.31600276,7.653757247,2.3,17.5
1007,Waston,VAN,CHI,42501,5.9,28.3,0,cross,header,open,0,38.23382518,6.664833081,5.9,21.7
1008,Mezquida,VAN,CHI,42501,4.9,23.9,0,cross,right,open,0,54.0770538,5.069516742,4.9,26.1
1009,Morales,VAN,CHI,42501,24,31.3,0,pass,right,open,0,11.58235857,24.76307735,24,18.7
1010,Perez,VAN,CHI,42501,3.2,27.3,1,cross,right,open,0,62.20882921,3.827531842,3.2,22.7
1011,Bolanos,VAN,CHI,42501,1.1,20.2,0,cross,right,open,1,18.1100235,5.119570294,1.1,29.8
1012,Parker,VAN,CHI,42501,4.6,27.1,0,cross,header,set-piece,1,51.81950781,4.976946855,4.6,22.9
1013,Morales,VAN,CHI,42501,22,21.6,0,pass,right,open,1,13.17255342,22.29259967,22,28.4
1014,Laba,VAN,CHI,42501,21.9,20.8,0,pass,right,open,0,13.07111904,22.3376364,21.9,29.2
1015,Morales,VAN,CHI,42501,26,33.3,0,other,right,open,0,10.37955781,27.23251733,26,16.7
1016,Techera,VAN,CHI,42501,8.9,22.7,0,cross,header,open,0,30.76608829,9.244457799,8.9,27.3
1017,Perez,VAN,CHI,42501,6,24.1,1,other,right,open,0,46.07563111,6.1,6,25.9
1018,Espinoza,SKC,CO,42501,16.2,34.2,0,self,left,open,0,13.90306408,18.53213425,16.2,15.8
1019,Dwyer,SKC,CO,42501,16.7,32.8,0,pass,left,set-piece,-1,14.61737152,18.34802442,16.7,17.2
1020,Burling,CO,SKC,42501,10.1,29.4,0,other,left,open,0,24.61960547,10.93846424,10.1,20.6
1021,Jones,CO,SKC,42501,3.7,25.3,0,other,right,open,0,69.95475057,3.701351105,3.7,24.7
1022,Solignac,CO,SKC,42501,3.3,37.3,0,self,right,open,0,6.300536213,12.54192968,3.3,12.7
1023,Serna,CO,SKC,42501,18.6,27.1,1,self,left,open,0,15.72095068,18.69679117,18.6,22.9
1024,Rogers,LA,PHI,42501,7.5,16.7,1,pass,left,open,-1,18.23434028,11.33578405,7.5,33.3
1025,Magee,LA,PHI,42501,7.3,33.2,1,pass,left,open,0,18.45156637,10.83005078,7.3,16.8
1026,Nogueira,PHI,LA,42501,9,25.9,1,self,left,open,0,31.94701624,9.027181177,9,24.1
1027,Fabinho,PHI,LA,42501,23.4,33.6,0,other,left,open,0,11.19589619,24.86201923,23.4,16.4
1028,Pontius,PHI,LA,42501,5.1,23.5,0,cross,header,set-piece,0,50.96801031,5.375872022,5.1,26.5
1029,Rosenberry,PHI,LA,42501,1.5,24.4,1,other,right,open,0,118.0152675,1.7,1.5,25.6
1030,Rosenberry,PHI,LA,42501,7.5,19.7,0,other,left,open,0,26.68899117,9.300537619,7.5,30.3
1031,Kljestan,NYRB,DC,42503,21.4,30.2,0,self,right,set-piece,0,13.09887097,21.97635093,21.4,19.8
1032,B. Wright-Phillips,NYRB,DC,42503,5.6,26.8,0,other,right,open,0,46.28732894,5.824087911,5.6,23.2
1033,McCarty,NYRB,DC,42503,6.9,23.5,0,cross,header,open,-1,39.77679239,7.106335202,6.9,26.5
1034,Martins,NYRB,DC,42503,8.9,24.7,0,other,left,open,-1,32.53758366,8.914033879,8.9,25.3
1035,B. Wright-Phillips,NYRB,DC,42503,6.7,33.9,0,pass,right,open,-2,16.5369413,10.9808925,6.7,16.1
1036,Saborio,DC,NYRB,42503,4.2,27.4,1,pass,right,open,0,52.69605172,4.741307836,4.2,22.6
1037,Nyarko,DC,NYRB,42503,3.8,29.1,1,cross,right,open,1,38.89866962,5.445181356,3.8,20.9
1038,Acosta,DC,NYRB,42503,8.5,23.4,0,other,right,open,2,33.00462688,8.688498144,8.5,26.6
1039,Buescher,DC,NYRB,42503,14.1,22.2,0,other,right,open,2,20.14312514,14.41561653,14.1,27.8
1040,Jones,SEA,DAL,42504,10.8,32.8,0,pass,right,open,-1,18.20912203,13.20605922,10.8,17.2
1041,Morris,SEA,DAL,42504,5.2,25,0,cross,header,open,-1,53.13010235,5.203844733,5.2,25
1042,Dempsey,SEA,DAL,42504,19.6,26.8,0,pass,left,open,-1,14.98986236,19.66519769,19.6,23.2
1043,Hollingshead,DAL,SEA,42504,6.8,26.8,0,cross,header,set-piece,0,39.61507973,6.985699679,6.8,23.2
1045,Barrios,DAL,SEA,42504,8.3,23.3,0,pass,right,open,1,33.57603812,8.514693183,8.3,26.7
1046,Barrios,DAL,SEA,42504,9.1,17.8,1,pass,right,open,1,20.30474955,11.72902383,9.1,32.2
1047,K. Kamara,NE,CHI,42504,9.4,22.4,0,pass,right,open,0,28.95099521,9.808159868,9.4,27.6
1048,K. Kamara,NE,CHI,42504,5.7,33.7,0,pass,left,open,0,16.29100469,10.2342562,5.7,16.3
1049,Nguyen,NE,CHI,42504,6.6,33.3,1,pass,right,open,1,17.98981854,10.44844486,6.6,16.7
1050,K. Kamara,NE,CHI,42504,4.5,24.9,0,pass,right,open,1,60.01836063,4.509988914,4.5,25.1
1051,K. Kamara,NE,CHI,42504,9,23.4,0,cross,header,set-piece,1,31.35708522,9.178235124,9,26.6
1052,Agudelo,NE,CHI,42504,7,31.8,0,pass,right,open,1,22.3618938,9.620810777,7,18.2
1053,Femi,NE,CHI,42504,7.9,23.7,1,cross,header,open,1,35.61888406,8.041144197,7.9,26.3
1054,Manneh,VAN,TOR,42504,9.2,31.6,1,self,left,open,0,21.50143432,11.20714058,9.2,18.4
1055,Manneh,VAN,TOR,42504,9.1,18.9,0,pass,right,open,1,22.67516003,11.06797181,9.1,31.1
1056,Bolanos,VAN,TOR,42504,9.8,16.1,1,other,right,open,1,16.82800348,13.37348122,9.8,33.9
1057,Manneh,VAN,TOR,42504,8.2,35.3,1,self,left,open,0,14.35871673,13.00961183,8.2,14.7
1058,Morales,VAN,TOR,42504,46.9,31,0,pass,right,open,1,6.244442682,47.25727457,46.9,19
1059,Morales,VAN,TOR,42504,6.4,34,1,pass,right,open,1,16.11341823,10.88117641,6.4,16
1060,Giovinco,TOR,VAN,42504,9.7,18.8,0,pass,right,open,-2,21.8532303,11.6211015,9.7,31.2
1061,Altidore,TOR,VAN,42504,9.9,25,0,self,right,set-piece,-2,29.4301433,9.902019996,9.9,25
1062,Giovinco,TOR,VAN,42504,10.9,22.8,1,self,left,open,-2,25.86876203,11.16109314,10.9,27.2
1063,Giovinco,TOR,VAN,42504,22.6,30.9,0,self,right,set-piece,-1,12.30410318,23.30772404,22.6,19.1
1064,Giovinco,TOR,VAN,42504,7.7,24.3,1,pass,left,open,-1,37.05961808,7.752418977,7.7,25.7
1065,Giovinco,TOR,VAN,42504,8.8,14.5,0,pass,right,open,0,14.19335449,13.85388032,8.8,35.5
1066,Moor,TOR,VAN,42504,4.6,22.4,1,cross,header,set-piece,-2,48.50353164,5.385164807,4.6,27.6
1067,Moor,TOR,VAN,42504,5.9,24.4,0,other,right,open,-2,47.19999146,5.953990259,5.9,25.6
1068,Gashi,CO,COL,42504,20.1,20.7,0,self,left,set-piece,0,14.11209838,20.59757267,20.1,29.3
1069,Gashi,CO,COL,42504,15.6,29.2,0,other,right,open,-1,17.69625009,16.10465771,15.6,20.8
1070,Doyle,CO,COL,42504,4.3,25.2,1,cross,header,set-piece,-1,62.2382912,4.3,4.3,24.8
1071,Gashi,CO,COL,42504,19.1,33.3,0,pass,right,open,0,13.09591972,20.74656598,19.1,16.7
1072,Doyle,CO,COL,42504,22.4,31.1,0,pass,left,open,0,12.34515522,23.16398066,22.4,18.9
1073,Gashi,CO,COL,42504,5.6,28.8,0,other,right,open,0,36.71931776,6.657326791,5.6,21.2
1074,Gashi,CO,COL,42504,20.9,15.3,0,self,left,open,0,11.71423616,23.12617565,20.9,34.7
1075,Azira,CO,COL,42504,15.2,18.4,0,other,right,open,0,16.44141182,16.65172664,15.2,31.6
1076,Afful,COL,CO,42504,5.7,21,0,cross,right,open,0,35.38543073,7.080254233,5.7,29
1077,Cedrick,COL,CO,42504,11.3,23,1,pass,right,open,0,25.1896375,11.51216748,11.3,27
1078,O. K. Kamara,COL,CO,42504,19.1,18.6,0,self,right,open,0,13.97777703,20.20816667,19.1,31.4
1079,Meram,COL,CO,42504,12.5,33.6,0,self,right,open,0,16.21933403,15.06021248,12.5,16.4
1080,O. K. Kamara,COL,CO,42504,7.2,23.8,0,cross,header,open,0,38.82763724,7.334848328,7.2,26.2
1081,Afful,COL,CO,42504,17.3,9.7,0,self,right,open,0,9.693995,23.22800034,17.3,40.3
1082,Sapong,PHI,MTL,42504,1.7,26.8,1,pass,right,open,-1,94.0764045,2.334523506,1.7,23.2
1083,Gaddis,PHI,MTL,42504,15.8,36.5,0,self,right,open,0,12.3537081,19.42498391,15.8,13.5
1084,Nogueira,PHI,MTL,42504,5.7,16.8,0,cross,right,open,0,17.68293268,10.15135459,5.7,33.2
1085,Herbers,PHI,MTL,42504,6.5,32.5,0,pass,left,open,0,20.22543828,9.774456507,6.5,17.5
1086,Drogba,MTL,PHI,42504,14.4,26.3,1,other,right,set-piece,0,20.31261983,14.44195278,14.4,23.7
1087,Piatti,MTL,PHI,42504,12.6,27.3,0,self,left,open,1,22.61443304,12.77380131,12.6,22.7
1088,Piatti,MTL,PHI,42504,9.3,31.9,0,pass,left,open,1,20.79530959,11.4621115,9.3,18.1
1089,Drogba,MTL,PHI,42504,15.9,10.9,0,self,right,set-piece,0,10.52864547,21.38457388,15.9,39.1
1090,Drogba,MTL,PHI,42504,5.9,22.9,0,cross,header,set-piece,0,43.385184,6.33245608,5.9,27.1
1091,Oyongo,MTL,PHI,42504,20.7,20.2,0,pass,left,open,0,13.60472335,21.29530465,20.7,29.8
1092,Oyongo,MTL,PHI,42504,20.8,20.1,0,other,left,open,0,13.51817726,21.41611543,20.8,29.9
1093,Ontivero,MTL,PHI,42504,27.2,33.6,0,pass,left,open,0,9.940573033,28.46752536,27.2,16.4
1094,Plata,RSL,HOU,42505,0,49.7,0,self,right,set-piece,0,0,24.5,0,0.3
1095,Barnes,HOU,RSL,42505,10.7,22.3,0,pass,right,open,0,25.81500226,11.08602724,10.7,27.7
1096,Horst,HOU,RSL,42505,4.2,25.4,0,cross,header,set-piece,0,63.18365316,4.204759208,4.2,24.6
1097,Clark,HOU,RSL,42505,5.1,30,0,cross,header,set-piece,0,30.93518579,7.003570518,5.1,20
1098,Barnes,HOU,RSL,42505,4.6,29.6,1,pass,right,open,0,33.92737719,6.365532185,4.6,20.4
1099,Barnes,HOU,RSL,42505,17.4,32.5,0,self,left,open,1,14.40573323,18.86928721,17.4,17.5
1100,Villa,NYCFC,POR,42505,9.7,27.5,1,pass,right,open,0,28.32484772,9.9689518,9.7,22.5
1101,McNamara,NYCFC,POR,42505,9.6,29.3,0,other,right,open,1,25.66466777,10.43886967,9.6,20.7
1102,Brillant,NYCFC,POR,42505,5.7,31.8,0,cross,header,set-piece,1,22.38373864,8.720665112,5.7,18.2
1103,Villa,NYCFC,POR,42505,9.5,34.4,0,self,right,open,0,16.03782612,13.22459829,9.5,15.6
1104,McNamara,NYCFC,POR,42505,18.4,29.5,1,pass,right,open,0,15.20456674,18.89576672,18.4,20.5
1105,Villa,NYCFC,POR,42505,7.3,16.8,0,self,right,open,1,18.45156637,11.12879149,7.3,33.2
1106,Valeri,POR,NYCFC,42505,9.3,26,0,other,left,open,0,30.92303459,9.334345183,9.3,24
1107,Taylor,POR,NYCFC,42505,6.9,27.7,0,cross,header,set-piece,-1,36.69812534,7.338937253,6.9,22.3
1108,Nagbe,POR,NYCFC,42505,9.2,32,0,pass,right,open,-1,20.65891006,11.44027972,9.2,18
1109,Melano,POR,NYCFC,42505,6.4,12.2,0,pass,right,open,-1,9.539246877,14.48999655,6.4,37.8
1110,Valeri,POR,NYCFC,42505,15.1,28.5,0,other,right,open,-1,18.58645845,15.45639026,15.1,21.5
1111,Adi,POR,NYCFC,42505,7.3,28.5,0,cross,header,open,-1,32.85428891,8.011242101,7.3,21.5
1112,Nagbe,POR,NYCFC,42505,9.2,23.3,0,pass,right,open,-1,30.63822178,9.394147114,9.2,26.7
1113,Adi,POR,NYCFC,42505,5.8,27.5,0,cross,right,open,-1,42.31326088,6.239390996,5.8,22.5
1114,Adi,POR,NYCFC,42505,11.4,30.4,1,self,right,open,-1,21.25994157,12.52996409,11.4,19.6
1115,Valeri,POR,NYCFC,42505,19.9,28.6,0,self,right,open,-1,14.42806458,20.18836298,19.9,21.4
1116,Zusi,SKC,OCSC,42505,15.3,31.4,0,other,right,open,0,16.51744874,16.50848267,15.3,18.6
1117,Davis,SKC,OCSC,42505,18.1,17.6,0,pass,left,open,0,14.06746517,19.63084308,18.1,32.4
1118,Davis,SKC,OCSC,42505,20.4,17.1,0,self,left,open,0,12.67145411,21.94925967,20.4,32.9
1119,Davis,SKC,OCSC,42505,9.8,17.2,0,self,right,open,0,18.75038558,12.65069168,9.8,32.8
1120,Dwyer,SKC,OCSC,42505,9.2,23.7,0,pass,left,open,0,31.01561556,9.321480569,9.2,26.3
1121,Zusi,SKC,OCSC,42505,14.8,22.7,0,pass,right,open,0,19.47997227,15.00966355,14.8,27.3
1122,Dwyer,SKC,OCSC,42505,7,30.2,0,cross,right,open,0,27.71762285,8.602325267,7,19.8
1123,Abdul-Salaam,SKC,OCSC,42505,4.5,22,0,cross,header,set-piece,0,46.13602804,5.521775077,4.5,28
1124,Espinoza,SKC,OCSC,42505,7.1,27.8,0,cross,header,open,0,35.64175052,7.561084578,7.1,22.2
1125,Dwyer,SKC,OCSC,42505,7.2,23.6,0,cross,right,open,0,38.51692631,7.375635566,7.2,26.4
1126,Feilhaber,SKC,OCSC,42505,9.6,22.8,0,cross,header,open,0,28.95099521,9.895453501,9.6,27.2
1127,Espinoza,SKC,OCSC,42505,5,23.6,0,cross,header,set-piece,0,52.15554153,5.249761899,5,26.4
1128,Dwyer,SKC,OCSC,42505,5.2,27.5,1,pass,header,open,-1,45.54545389,5.68594759,5.2,22.5
1129,Peterson,SKC,OCSC,42505,5.1,27.8,1,cross,header,open,0,44.39083448,5.724508713,5.1,22.2
1130,Accam,CHI,NYRB,42508,33,20.8,0,pass,right,open,0,8.86762805,33.29204109,33,29.2
1131,Calistri,CHI,NYRB,42508,18.9,15.9,0,self,left,open,-1,12.78060033,21.06418762,18.9,34.1
1132,Grella,NYRB,CHI,42508,16.5,30.9,1,pass,right,open,0,15.9453959,17.45680383,16.5,19.1
1133,Poku,NYCFC,TOR,42508,8.4,38.3,1,other,right,open,0,10.28599194,15.56181223,8.4,11.7
1134,Diskerud,NYCFC,TOR,42508,20.5,28.4,0,other,right,open,1,14.07905357,20.74825294,20.5,21.6
1135,Mendoza,NYCFC,TOR,42508,9.1,25.5,0,cross,header,set-piece,0,31.80650609,9.104943712,9.1,24.5
1136,Mullins,NYCFC,TOR,42508,4.6,23.6,0,pass,right,open,0,55.62996089,4.870318265,4.6,26.4
1137,Giovinco,TOR,NYCFC,42508,9.6,20,0,pass,right,open,0,24.33124192,10.91787525,9.6,30
1138,Johnson,TOR,NYCFC,42508,1.4,25.9,1,pass,right,open,-1,118.7261307,1.565247584,1.4,24.1
1139,Giovinco,TOR,NYCFC,42508,18.3,29.2,0,self,right,set-piece,0,15.38753513,18.73205808,18.3,20.8
1140,Johnson,TOR,NYCFC,42508,9,28.9,0,cross,right,open,0,27.61844371,9.730878686,9,21.1
1141,Giovinco,TOR,NYCFC,42508,18.1,27,0,pass,right,open,0,16.15808502,18.18928256,18.1,23
1142,Chapman,TOR,NYCFC,42508,5,19.6,0,other,right,open,0,28.74579046,7.507329752,5,30.4
