Rk,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
725,Boyd Gordon\gordobo01,33,C,PHI,13,1,0,1,-5,2,-0.2,1,0,0,0,0,0,0,8,12.5,106,8:11,7,4,48,38,55.8
726,Seth Helgeson\helgese01,26,D,NJD,9,1,0,1,2,15,0.6,1,0,0,0,0,0,0,3,33.3,121,13:28,11,16,0,0,
727,Samuel Henley\henlesa01,23,C,COL,1,1,0,1,1,2,0.3,1,0,0,0,0,0,0,1,100.0,5,5:18,0,2,0,1,0.0
728,Tyson Jost\jostty01,18,C,COL,6,1,0,1,-5,0,-0.1,1,0,0,0,0,0,0,9,11.1,94,15:41,3,3,28,42,40.0
729,Tomas Jurco\jurcoto01,24,LW/RW,TOT,29,1,0,1,-12,4,-0.8,1,0,0,0,0,0,0,35,2.9,308,10:38,9,21,0,1,0.0
730,Kasperi Kapanen\kapanka01,20,RW,TOR,8,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,11,9.1,86,10:42,2,6,0,0,
731,Jujhar Khaira\khairju01,22,LW,EDM,10,1,0,1,1,2,0.1,1,0,0,1,0,0,0,10,10.0,93,9:15,5,20,7,12,36.8
732,Colin McDonald\mcdonco01,32,C,PHI,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,5,20.0,27,9:01,0,9,0,1,0.0
733,Dylan McIlrath\mcilrdy01,24,D,TOT,6,1,0,1,-2,14,0.1,1,0,0,0,0,0,0,3,33.3,57,9:31,4,15,0,0,
734,Wade Megan\meganwa01,26,C,STL,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,6,16.7,26,8:48,0,2,13,14,48.1
735,Tomas Nosek\nosekto01,24,LW,DET,11,1,0,1,-1,2,0.0,1,0,0,0,0,0,0,19,5.3,111,10:07,5,10,37,31,54.4
736,Daniel O'Regan\oregada01,23,C,SJS,3,1,0,1,-2,0,0.1,0,1,0,0,0,0,0,5,20.0,35,11:33,1,1,14,17,45.2
737,Mike Reilly\reillmi01,23,D,MIN,17,1,0,1,1,2,0.4,1,0,0,0,0,0,0,19,5.3,210,12:23,8,2,0,0,
738,Nikita Scherbak\scherni01,21,RW,MTL,3,1,0,1,1,0,0.2,0,1,0,0,0,0,0,3,33.3,34,11:23,1,0,0,0,
739,Vladimir Sobotka\sobotvl01,29,LW,STL,1,1,0,1,0,0,0.2,1,0,0,0,0,0,0,2,50.0,17,16:41,0,0,6,6,50.0
740,Valentin Zykov\zykovva01,21,LW,CAR,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,33.3,13,6:15,0,0,0,0,
741,Christoph Bertschy\bertsch02,22,C,MIN,5,0,1,1,0,4,0.0,0,0,0,0,1,0,0,5,0.0,41,8:08,3,7,0,0,
742,Matt Carle\carlema01,32,D,NSH,6,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,2,0.0,79,13:09,5,3,0,0,
743,Gabriel Carlsson\carlsga01,20,D,CBJ,2,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,3,0.0,34,17:08,2,5,0,0,
744,Kevin Connauton\connake01,26,D,ARI,24,0,1,1,-1,24,0.4,0,0,0,0,1,0,0,21,0.0,315,13:08,22,48,0,0,
745,Andrew Desjardins\desjaan01,30,LW,CHI,46,0,1,1,-6,22,-1.0,0,0,0,0,1,0,0,46,0.0,432,9:24,17,73,39,30,56.5
746,Hudson Fasching\faschhu01,21,RW,BUF,10,0,1,1,-1,2,-0.1,0,0,0,0,1,0,0,6,0.0,104,10:25,2,17,0,0,
747,Kurtis Gabriel\gabriku01,23,RW,MIN,13,0,1,1,0,29,0.0,0,0,0,0,1,0,0,3,0.0,76,5:49,1,26,0,0,
748,Tyler Gaudet\gaudety01,23,C,ARI,4,0,1,1,0,0,0.0,0,0,0,0,1,0,0,3,0.0,52,12:59,1,3,14,21,40.0
749,Frederick Gaudreau\gaudrfr01,23,C,NSH,9,0,1,1,1,0,0.0,0,0,0,0,1,0,0,8,0.0,78,8:40,5,1,4,8,33.3
750,Eric Gelinas\geliner01,25,D,COL,27,0,1,1,-4,12,0.2,0,0,0,0,1,0,0,29,0.0,313,11:35,16,32,0,1,0.0
751,Barclay Goodrow\goodrba01,23,RW,SJS,3,0,1,1,0,0,0.1,0,0,0,0,1,0,0,3,0.0,34,11:18,1,3,0,0,
752,A.J. Greer\greeraj01,20,LW,COL,5,0,1,1,-2,4,-0.1,0,0,0,0,1,0,0,8,0.0,68,13:39,3,4,0,0,
753,Rocco Grimaldi\grimaro01,23,C,COL,4,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,11,0.0,44,11:00,4,1,0,0,
754,Sean Kuraly\kuralse01,24,C,BOS,8,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,11,0.0,74,9:12,1,9,1,2,33.3
755,Matthew Lorito\loritma01,26,LW,DET,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,6,0.0,29,14:26,0,0,0,0,
756,Ian McCoshen\mccosia01,21,D,FLA,3,0,1,1,0,0,0.2,0,0,0,0,1,0,0,0,,40,13:15,2,3,0,0,
757,Joseph Morrow\morrojo02,24,D,BOS,17,0,1,1,-4,8,0.1,0,0,0,0,1,0,0,19,0.0,264,15:32,19,29,0,0,
758,Alexander Nylander\nylanal01,18,RW,BUF,4,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,4,0.0,49,12:20,2,1,0,2,0.0
759,Cal O'Reilly\oreilca01,30,C,BUF,11,0,1,1,-6,0,-0.3,0,0,0,0,1,0,0,3,0.0,87,7:56,3,2,32,34,48.5
760,Steven Oleksy\oleksst01,30,D,PIT,11,0,1,1,2,24,0.3,0,0,0,0,1,0,0,11,0.0,151,13:42,19,20,0,0,
761,Blake Pietila\pietibl01,23,LW,NJD,10,0,1,1,-5,4,-0.3,0,0,0,0,1,0,0,9,0.0,130,13:02,5,16,23,22,51.1
762,Anton Rodin\rodinan01,26,RW,VAN,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,0.0,27,8:55,1,0,0,0,
763,Cole Schneider\schneco02,26,LW,BUF,4,0,1,1,2,0,0.2,0,0,0,0,1,0,0,6,0.0,29,7:09,2,3,0,0,
764,Hunter Shinkaruk\shinkhu01,22,LW,CGY,7,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,5,0.0,74,10:35,3,3,0,0,
765,Dominik Simon\simondo01,22,C,PIT,2,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,2,0.0,26,13:03,0,2,0,0,
766,C.J. Smith\smithcj01,22,LW,BUF,2,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,2,0.0,23,11:32,0,0,0,0,
767,Nick Sorensen\sorenni01,22,RW,ANA,5,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,7,0.0,54,10:53,3,2,1,0,100.0
768,Ben Street\streebe01,29,C,DET,6,0,1,1,1,0,0.1,0,0,0,0,1,0,0,8,0.0,50,8:15,0,3,0,0,
769,Dylan Strome\stromdy01,19,C,ARI,7,0,1,1,-5,0,-0.3,0,0,0,0,1,0,0,6,0.0,96,13:41,2,3,31,46,40.3
770,Sergey Tolchinsky\tolchse01,21,LW,CAR,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,0.0,23,11:29,0,0,0,0,
771,Jake Virtanen\virtaja01,20,RW,VAN,10,0,1,1,1,2,0.0,0,0,0,0,1,0,0,13,0.0,101,10:09,4,17,3,0,100.0
772,David Warsofsky\warsoda01,26,D,PIT,7,0,1,1,-3,6,-0.1,0,0,0,0,1,0,0,14,0.0,110,15:44,12,3,0,0,
773,Spencer Abbott\abbotsp01,28,LW,CHI,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,9,8:34,0,0,0,0,
774,Rasmus Andersson\anderra01,20,D,CGY,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,19,18:33,2,4,0,0,
775,Brady Austin\austibr01,23,D,BUF,5,0,0,0,0,4,0.1,0,0,0,0,0,0,0,8,0.0,80,16:05,0,6,0,0,
776,Casey Bailey\baileca01,25,RW,OTT,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,10,0.0,56,8:00,4,4,0,1,0.0
777,Riley Barber\barberi01,22,RW,WSH,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,26,8:35,0,1,0,0,
778,Mathew Barzal\barzama01,19,C,NYI,2,0,0,0,-2,6,-0.1,0,0,0,0,0,0,0,0,,20,9:45,0,1,6,7,46.2
779,Cody Bass\bassco01,30,C,NSH,9,0,0,0,-1,19,-0.1,0,0,0,0,0,0,0,1,0.0,61,6:46,4,14,0,2,0.0
780,Taylor Beck\beckta01,25,LW,TOT,5,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,5,0.0,44,8:49,0,5,0,1,0.0
781,Tyler Bertuzzi\bertuty01,21,LW,DET,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,64,9:06,0,12,1,1,50.0
782,Mike Blunden\blundmi01,30,RW,OTT,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1,0.0,16,8:07,0,6,0,0,
783,Gabriel Bourque\bourqga01,26,LW,COL,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0.0,67,11:12,6,17,0,1,0.0
784,Patrick Brown\brownpa02,24,C,CAR,14,0,0,0,-6,0,-0.5,0,0,0,0,0,0,0,12,0.0,136,9:43,5,30,9,6,60.0
785,Erik Burgdoerfer\burgder01,28,D,BUF,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,22,11:10,0,5,0,0,
786,Chris Butler\butlech01,30,D,STL,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,21,21:28,2,0,0,0,
787,Mitch Callahan\callami01,25,RW,DET,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,27,6:49,2,3,0,0,
788,Patrick Cannone\cannopa01,30,C,MIN,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,24,7:53,1,2,11,10,52.4
789,Paul Carey\careypa01,28,C,WSH,6,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,8,0.0,63,10:29,1,5,0,0,
790,Alexandre Carrier\carrial01,20,D,NSH,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,21,10:24,1,0,0,0,
791,Thomas Chabot\chaboth01,20,D,OTT,1,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,1,0.0,7,7:09,0,1,0,0,
792,Erik Condra\condrer01,30,RW,TBL,13,0,0,0,-4,4,-0.4,0,0,0,0,0,0,0,8,0.0,125,9:38,7,5,1,0,100.0
793,Frank Corrado\corrafr01,23,D,TOT,4,0,0,0,-1,8,-0.1,0,0,0,0,0,0,0,3,0.0,43,10:46,2,4,0,0,
794,Jacob de La Rose\delarja01,21,LW,MTL,9,0,0,0,-3,4,-0.3,0,0,0,0,0,0,0,4,0.0,98,10:54,5,23,17,17,50.0
795,Jean-Sebastien Dea\deaje01,22,C,PIT,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,11,11:18,0,3,1,1,50.0
796,Simon Despres\desprsi01,25,D,ANA,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,16,16:08,1,1,0,0,
797,Chris Didomenico\didomch01,27,RW,OTT,3,0,0,0,0,6,-0.1,0,0,0,0,0,0,0,5,0.0,33,11:01,2,2,2,1,66.7
798,Andreas Englund\engluan01,21,D,OTT,5,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,3,0.0,53,10:38,0,18,0,0,
799,Emerson Etem\etemem01,24,LW,ANA,3,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,,26,8:48,0,4,0,1,0.0
800,Bobby Farnham\farnhbo01,28,RW,MTL,3,0,0,0,0,17,0.0,0,0,0,0,0,0,0,4,0.0,25,8:16,2,8,1,0,100.0
801,Jakob Forsbacka Karlsson\forsbja01,20,C,BOS,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,8,8:25,0,0,1,1,50.0
802,Martin Frk\frkma01,23,RW,CAR,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0.0,17,8:20,1,3,0,0,
803,Byron Froese\froesby01,25,C,TOT,6,0,0,0,-3,5,-0.2,0,0,0,0,0,0,0,6,0.0,63,10:33,4,3,26,30,46.4
804,Luke Gazdic\gazdilu01,27,LW,NJD,11,0,0,0,-2,12,-0.2,0,0,0,0,0,0,0,3,0.0,78,7:08,6,16,0,0,
805,Petter Granberg\granbpe01,24,D,NSH,10,0,0,0,0,10,0.1,0,0,0,0,0,0,0,4,0.0,96,9:38,9,17,0,0,
806,Alexandre Grenier\grenial01,25,RW,VAN,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,19,6:29,0,3,2,0,100.0
807,Nicklas Grossmann\grossni01,32,D,CGY,3,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,3,0.0,39,13:01,1,7,0,0,
808,Matthew Grzelcyk\grzelma01,23,D,BOS,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,4,0.0,25,12:29,1,0,0,0,
809,Brendan Guhle\guhlebr01,19,D,BUF,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,4,0.0,49,16:21,8,3,0,0,
810,Denis Gurianov\guriade01,19,RW,DAL,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,13,13:06,3,1,0,0,
811,Robert Hagg\haggro01,21,D,PHI,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,21,21:19,3,4,0,0,
812,Joel Hanley\hanlejo01,25,D,MTL,7,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,5,0.0,71,10:09,4,8,0,0,
813,Ben Harpur\harpube01,22,D,OTT,6,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,3,0.0,107,17:48,3,5,0,0,
814,Tim Heed\heedti01,26,D,SJS,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,16,16:29,2,0,0,0,
815,Danton Heinen\heineda01,21,C,BOS,8,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,7,0.0,106,13:14,2,6,0,0,
816,Quinton Howden\howdequ01,25,C,WPG,5,0,0,0,1,0,0.0,0,0,0,0,0,0,0,5,0.0,43,8:39,0,4,0,2,0.0
817,Mark Jankowski\jankoma01,22,C,CGY,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,10:18,0,1,5,3,62.5
818,Nicklas Jensen\jenseni01,23,RW,NYR,7,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,8,0.0,65,9:13,2,7,0,0,
819,Ryan Johnston\johnsry02,24,D,MTL,7,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,3,0.0,69,9:52,2,1,0,0,
820,Connor Jones\jonesco01,26,C,NYI,4,0,0,0,1,2,0.0,0,0,0,0,0,0,0,2,0.0,47,11:51,3,13,8,5,61.5
821,Vladislav Kamenev\kamenvl01,20,LW,NSH,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,20,10:04,1,1,6,7,46.2
822,Michael Kapla\kaplami01,22,D,NJD,5,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,4,0.0,87,17:26,5,5,0,0,
823,Bracken Kearns\kearnbr01,35,C,NYI,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,22,11:12,2,5,10,7,58.8
824,Nicolas Kerdiles\kerdini01,23,LW,ANA,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,,11,11:08,2,0,1,0,100.0
825,Kalle Kossila\kossika01,23,LW,ANA,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,7,6:54,0,1,3,4,42.9
826,Joseph Labate\labatjo01,23,C,VAN,13,0,0,0,-2,21,-0.2,0,0,0,0,0,0,0,5,0.0,88,6:46,2,23,1,0,100.0
827,Jacob Larsson\larssja01,19,D,ANA,4,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,2,0.0,66,16:26,1,1,0,0,
828,Brian Lashoff\lashobr01,26,D,DET,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0.0,63,12:31,4,8,0,0,
829,Scott Laughton\laughsc01,22,C,PHI,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,20,10:15,0,3,11,9,55.0
830,Brett Lernout\lernobr01,21,D,MTL,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,3,0.0,38,19:00,3,8,0,0,
831,Mike Liambas\liambmi01,27,LW,NSH,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,5,4:42,0,1,0,0,
832,Petteri Lindbohm\lindbpe02,23,D,STL,7,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,10,0.0,91,12:59,5,10,0,0,
833,Anton Lindholm\lindhan01,22,D,COL,12,0,0,0,-8,2,-0.4,0,0,0,0,0,0,0,7,0.0,177,14:45,12,38,0,0,
834,Clarke MacArthur\macarcl01,31,LW,OTT,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0.0,54,13:29,1,4,0,1,0.0
835,Sean Malone\malonse01,21,C,BUF,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,12:12,1,0,5,3,62.5
836,Jamie McBain\mcbaija02,28,D,ARI,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,3,0.0,50,16:40,4,0,0,0,
837,Max McCormick\mccorma01,24,RW,OTT,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,7,0.0,47,6:46,1,13,15,9,62.5
838,Evan McEneny\mceneev01,22,D,VAN,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,15,15:08,0,0,0,0,
839,Mark McNeill\mcneima01,23,RW,DAL,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,14,13:49,1,0,0,2,0.0
840,Jaycob Megna\megnaja02,24,D,ANA,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,15,15:20,0,0,0,0,
841,Zbynek Michalek\michazb01,34,D,ARI,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,3,0.0,53,17:40,5,7,0,0,
842,Sonny Milano\milanso01,20,LW,CBJ,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0.0,47,11:41,2,3,0,0,
843,Garrett Mitchell\mitchga01,25,RW,WSH,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,8:48,0,2,0,1,0.0
844,Zack Mitchell\mitchza01,24,RW,MIN,11,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,10,0.0,93,8:26,3,14,11,8,57.9
845,Griffen Molino\molingr01,23,C,VAN,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,3,0.0,53,10:35,1,1,0,0,
846,Samuel Morin\morinsa01,21,D,PHI,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,18,17:47,0,7,0,0,
847,Jakub Nakladal\naklaja01,29,D,CAR,3,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,3,0.0,44,14:30,4,2,0,0,
848,Casey Nelson\nelsoca01,24,D,BUF,11,0,0,0,-3,4,-0.1,0,0,0,0,0,0,0,10,0.0,139,12:36,5,15,0,0,
849,Aaron Ness\nessaa01,26,D,WSH,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,26,12:50,2,2,0,0,
850,Cristoval Nieves\nievecr01,23,C,NYR,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,12,11:44,1,0,3,7,30.0
851,Nelson Nogier\nogiene01,20,D,WPG,10,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,8,0.0,117,11:43,5,12,0,0,
852,Liam O'Brien\obrieli01,22,LW,WSH,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,6:08,0,1,0,0,
853,Rob O'Gara\ogararo01,23,D,BOS,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,48,16:01,7,3,0,0,
854,Jordan Oesterle\oestejo01,24,D,EDM,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,35,17:17,3,2,0,0,
855,Adam Pardy\pardyad01,32,D,NSH,4,0,0,0,-1,6,-0.1,0,0,0,0,0,0,0,4,0.0,44,11:00,3,3,0,0,
856,Nick Paul\paulni01,21,LW,OTT,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,16,16:29,0,3,5,8,38.5
857,Kevin Porter\porteke01,30,C,PIT,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,23,11:15,1,5,7,12,36.8
858,Andrew Poturalski\poturan01,23,C,CAR,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0.0,25,12:16,1,1,12,12,50.0
859,Derrick Pouliot\poulide01,23,D,PIT,11,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,11,0.0,164,14:53,8,14,0,0,
860,Ryan Pulock\pulocry01,22,D,NYI,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,4,3:57,1,1,0,0,
861,Mason Raymond\raymoma01,31,LW,ANA,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,36,8:55,0,3,0,1,0.0
862,Borna Rendulic\rendubo01,24,RW,VAN,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,5,4:51,0,0,0,0,
863,Dan Renouf\renouda01,22,D,DET,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,13:35,0,3,0,0,
864,Tanner Richard\richata01,23,C,TBL,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,38,12:42,2,6,13,17,43.3
865,Buddy Robinson\robinbu01,25,RW,OTT,4,0,0,0,0,2,0.0,0,0,0,0,0,0,0,4,0.0,28,6:57,0,9,0,0,
866,Kevin Rooney\rooneke01,23,C,NJD,4,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,2,0.0,41,10:11,1,4,10,17,37.0
867,Jack Roslovic\rosloja01,20,C,WPG,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,8,8:24,1,0,1,5,16.7
868,Robbie Russo\russoro01,23,D,DET,19,0,0,0,2,2,0.5,0,0,0,0,0,0,0,18,0.0,305,16:04,13,24,0,0,
869,Miikka Salomaki\salommi01,23,RW,NSH,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,61,12:13,9,14,0,0,
870,Mikhail Sergachev\sergami01,18,D,MTL,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,49,12:08,3,10,0,0,
871,Duncan Siemens\siemedu01,23,D,COL,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0.0,37,12:19,1,10,0,0,
872,Dillon Simpson\simpsdi01,,D,EDM,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,33,10:53,2,3,0,0,
873,Trevor Smith\smithtr01,31,C,NSH,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,7:20,2,0,0,8,0.0
874,Blake Speers\speerbl01,20,C,NJD,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,28,9:29,1,1,0,2,0.0
875,Chandler Stephenson\stephch02,22,C,WSH,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0.0,36,8:53,0,0,12,13,48.0
876,Oskar Sundqvist\sundqos01,22,C,PIT,10,0,0,0,-4,2,-0.4,0,0,0,0,0,0,0,9,0.0,92,9:10,2,13,16,28,36.4
877,Evgeny Svechnikov\svechev01,20,RW,DET,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,26,13:09,1,2,0,0,
878,Ben Thomson\thomsbe01,24,LW,NJD,3,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,7,0.0,33,10:53,1,7,0,1,0.0
879,Corey Tropp\troppco01,27,RW,ANA,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,9:28,0,2,0,0,
880,Alex Tuch\tuchal01,20,RW,MIN,6,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,8,0.0,64,10:42,7,5,0,0,
881,T.J. Tynan\tynant.01,24,RW,CBJ,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,22,7:29,1,1,0,0,
882,Phil Varone\varonph01,26,C,OTT,7,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,1,0.0,56,7:59,1,3,15,12,55.6
883,Mike Vecchione\vecchmi01,23,RW,PHI,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,17,8:30,1,1,8,4,66.7
884,Linden Vey\veyli01,25,RW,CGY,4,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,1,0.0,44,11:01,0,1,9,15,37.5
885,MacKenzie Weegar\weegama01,23,D,FLA,3,0,0,0,0,4,0.1,0,0,0,0,0,0,0,3,0.0,52,17:27,1,4,0,0,
886,Colin White\whiteco02,20,C,OTT,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,27,13:43,1,0,7,14,33.3
887,Tyler Wotherspoon\wothety01,23,D,CGY,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,44,10:54,2,3,0,0,
888,Michael Zalewski\zalewmi01,24,LW,VAN,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,8,8:03,1,0,0,0,
